region,year,category,subcategory,scenario,annual_consumption
NEM,2020,Losses,Distribution losses,Fast change,6896.2993
NEM,2020,Losses,Distribution losses,High DER,6844.457
NEM,2020,Losses,Distribution losses,Slow change,6839.541
NEM,2020,Losses,Distribution losses,Step change,6968.1084
NEM,2020,Losses,Transmission losses,Central,4515.852
NEM,2020,Losses,Transmission losses,Fast change,4509.308
NEM,2020,Losses,Transmission losses,High DER,4483.264
NEM,2020,Losses,Transmission losses,Slow change,4443.7437
NEM,2020,Losses,Transmission losses,Step change,4563.9043
NEM,2020,Native,Native,Central,188482.02
NEM,2020,Native,Native,Fast change,188224.98
NEM,2020,Native,Native,High DER,187289.06
NEM,2020,Native,Native,Slow change,185477.88
NEM,2020,Native,Native,Step change,190505.61
NEM,2020,Operational,,Central,182172.16
NEM,2020,Operational,,Fast change,181906.84
NEM,2020,Operational,,High DER,180861.89
NEM,2020,Operational,,Slow change,179309.56
NEM,2020,Operational,,Step change,184084.11
NEM,2020,PriceImpact,,Central,936.5329
NEM,2020,PriceImpact,,Fast change,936.5329
NEM,2020,PriceImpact,,High DER,936.5329
NEM,2020,PriceImpact,,Slow change,1702.6621
NEM,2020,PriceImpact,,Step change,488.7889
NEM,2020,Residential,Res grid demand,Central,45083.79
NEM,2020,Residential,Res grid demand,Fast change,44879.816
NEM,2020,Residential,Res grid demand,High DER,44693.367
NEM,2020,Residential,Res grid demand,Slow change,45272.527
NEM,2020,Residential,Res grid demand,Step change,44958.965
NEM,2020,Residential,Residential SNSG offset,Central,-1635.622
NEM,2020,Residential,Residential SNSG offset,Fast change,-1633.2773
NEM,2020,Residential,Residential SNSG offset,High DER,-1666.765
NEM,2020,Residential,Residential SNSG offset,Slow change,-1625.7711
NEM,2020,Residential,Residential SNSG offset,Step change,-1646.1824
NEM,2020,RooftopPV,Business,Central,2090.0642
NEM,2020,RooftopPV,Business,Fast change,2133.05
NEM,2020,RooftopPV,Business,High DER,2804.6384
NEM,2020,RooftopPV,Business,Slow change,2181.552
NEM,2020,RooftopPV,Business,Step change,2184.1257
NEM,2020,RooftopPV,Residential,Central,9221.805
VIC,2019,OperationalNoLoss,,Actual,41456.887
NEM,2020,RooftopPV,Residential,Fast change,9476.709
NEM,2020,RooftopPV,Residential,High DER,9710.172
NEM,2020,RooftopPV,Residential,Slow change,8792.678
NSW,2021,Operational,,Step change,66331.33
NEM,2020,RooftopPV,Residential,Step change,9596.649
NEM,2020,SmallNonScheduledGeneration,ONSG generation,Central,5082.6655
NEM,2020,SmallNonScheduledGeneration,ONSG generation,Fast change,5082.6655
NEM,2020,SmallNonScheduledGeneration,ONSG generation,High DER,5082.6655
NEM,2020,SmallNonScheduledGeneration,ONSG generation,Slow change,4981.1636
NEM,2020,SmallNonScheduledGeneration,ONSG generation,Step change,5185.202
NEM,2020,SmallNonScheduledGeneration,PVNSG generation,Central,1227.1985
NEM,2020,SmallNonScheduledGeneration,PVNSG generation,Fast change,1235.4729
NEM,2020,SmallNonScheduledGeneration,PVNSG generation,High DER,1344.5017
NEM,2020,SmallNonScheduledGeneration,PVNSG generation,Slow change,1187.1533
NEM,2020,SmallNonScheduledGeneration,PVNSG generation,Step change,1236.303
NSW,2020,AuxiliaryLoads,,Central,3095.7874
NSW,2020,AuxiliaryLoads,,Slow change,3198.4478
NSW,2020,AuxiliaryLoads,,Step change,3066.403
NSW,2020,Business,Business SNSG offset,Central,-1501.2745
NSW,2020,Business,Business SNSG offset,Fast change,-1505.5363
NSW,2020,Business,Business SNSG offset,High DER,-1527.15
NSW,2020,Business,Business SNSG offset,Slow change,-1471.0079
NSW,2020,Business,Business SNSG offset,Step change,-1534.4084
NSW,2020,Business,Large industrial loads,Central,14088.221
NSW,2020,Business,Large industrial loads,Fast change,14088.221
NSW,2020,Business,Large industrial loads,High DER,14088.221
NSW,2020,Business,Large industrial loads,Slow change,14006.213
NSW,2020,Business,Large industrial loads,Step change,14134.027
NSW,2020,Business,Small to medium enterprises,Central,31619.91
NSW,2020,Business,Small to medium enterprises,Fast change,31612.44
NSW,2020,Business,Small to medium enterprises,High DER,31363.258
NSW,2020,Business,Small to medium enterprises,Slow change,31155.404
NSW,2020,Business,Small to medium enterprises,Step change,32182.67
NSW,2020,ElectricVehicles,EV Load,Central,15.526163
NSW,2020,ElectricVehicles,EV Load,Fast change,17.514116
NSW,2020,ElectricVehicles,EV Load,High DER,17.514116
NSW,2020,ElectricVehicles,EV Load,Slow change,14.123987
NSW,2020,ElectricVehicles,EV Load,Step change,26.816965
NSW,2020,EnergyEfficiency,Business,Central,983.10675
NSW,2020,EnergyEfficiency,Business,Fast change,983.10675
NSW,2020,EnergyEfficiency,Business,High DER,983.10675
NSW,2020,EnergyEfficiency,Business,Slow change,933.55524
NSW,2020,EnergyEfficiency,Business,Step change,1030.8512
NSW,2020,EnergyEfficiency,Residential,Central,249.52083
NSW,2020,EnergyEfficiency,Residential,Fast change,249.52083
NSW,2020,EnergyEfficiency,Residential,High DER,249.52083
NSW,2020,EnergyEfficiency,Residential,Slow change,231.81642
NSW,2020,EnergyEfficiency,Residential,Step change,247.50244
NSW,2020,Losses,Distribution losses,Central,2602.4043
NSW,2020,Losses,Distribution losses,Fast change,2597.3845
NSW,2020,Losses,Distribution losses,High DER,2581.4993
NSW,2020,Losses,Distribution losses,Slow change,2585.0732
NSW,2020,Losses,Distribution losses,Step change,2622.9395
NSW,2020,Losses,Transmission losses,Central,1522.7917
NSW,2020,Losses,Transmission losses,Fast change,1520.2284
NSW,2020,Losses,Transmission losses,High DER,1511.94
NSW,2020,Losses,Transmission losses,Slow change,1511.0927
NSW,2020,Losses,Transmission losses,Step change,1536.0162
NSW,2020,Native,Native,Central,68585.82
NSW,2020,Native,Native,Fast change,68476.836
NSW,2020,Native,Native,High DER,68146.836
NSW,2020,Native,Native,Slow change,68041.19
NSW,2020,Native,Native,Step change,69199.875
NSW,2020,Operational,,Central,66469.14
NSW,2020,Operational,,Fast change,66357.2
NSW,2020,Operational,,High DER,65995.26
NSW,2020,Operational,,Slow change,65958.83
NSW,2020,Operational,,Step change,67046.05
NSW,2020,PriceImpact,,Central,269.99533
NSW,2020,PriceImpact,,Fast change,269.99533
NSW,2020,PriceImpact,,High DER,269.99533
NSW,2020,PriceImpact,,Slow change,592.25525
NSW,2020,PriceImpact,,Step change,140.68947
NSW,2020,Residential,Res grid demand,Central,18736.973
NSW,2020,Residential,Res grid demand,Fast change,18641.049
NSW,2020,Residential,Res grid demand,High DER,18584.404
NSW,2020,Residential,Res grid demand,Slow change,18769.281
NSW,2020,Residential,Res grid demand,Step change,18697.41
NSW,2020,Residential,Residential SNSG offset,Central,-615.4122
NSW,2020,Residential,Residential SNSG offset,Fast change,-614.1
NSW,2020,Residential,Residential SNSG offset,High DER,-624.428
NSW,2020,Residential,Residential SNSG offset,Slow change,-611.35455
NSW,2020,Residential,Residential SNSG offset,Step change,-619.4195
NSW,2020,RooftopPV,Business,Central,690.54663
NSW,2020,RooftopPV,Business,Fast change,698.0161
NSW,2020,RooftopPV,Business,High DER,947.19794
NSW,2020,RooftopPV,Business,Slow change,740.44635
NSW,2020,RooftopPV,Business,Step change,716.39636
NSW,2020,RooftopPV,Residential,Central,2336.7656
NSW,2020,RooftopPV,Residential,Fast change,2456.6384
NSW,2020,RooftopPV,Residential,High DER,2527.5457
NSW,2020,RooftopPV,Residential,Slow change,2225.9346
NSW,2020,RooftopPV,Residential,Step change,2480.5886
NSW,2020,SmallNonScheduledGeneration,ONSG generation,Central,1673.07
NSW,2020,SmallNonScheduledGeneration,ONSG generation,Fast change,1673.07
NSW,2020,SmallNonScheduledGeneration,ONSG generation,High DER,1673.07
NSW,2020,SmallNonScheduledGeneration,ONSG generation,Slow change,1639.419
NSW,2020,SmallNonScheduledGeneration,ONSG generation,Step change,1707.0739
NSW,2020,SmallNonScheduledGeneration,PVNSG generation,Central,443.6168
NSW,2020,SmallNonScheduledGeneration,PVNSG generation,Fast change,446.56625
NSW,2020,SmallNonScheduledGeneration,PVNSG generation,High DER,478.50806
NSW,2020,SmallNonScheduledGeneration,PVNSG generation,Slow change,442.94354
NSW,2020,SmallNonScheduledGeneration,PVNSG generation,Step change,446.7541
QLD,2020,AuxiliaryLoads,,Central,3657.968
QLD,2020,AuxiliaryLoads,,Slow change,3779.0737
QLD,2020,AuxiliaryLoads,,Step change,3436.1033
QLD,2020,Business,Business SNSG offset,Central,-1700.298
QLD,2020,Business,Business SNSG offset,Fast change,-1701.9536
QLD,2020,Business,Business SNSG offset,High DER,-1739.6538
QLD,2020,Business,Business SNSG offset,Slow change,-1657.1809
QLD,2020,Business,Business SNSG offset,Step change,-1735.7267
QLD,2020,Business,CSG,Central,6402.5215
QLD,2020,Business,CSG,Fast change,6402.5215
QLD,2020,Business,CSG,High DER,6402.5215
QLD,2020,Business,CSG,Slow change,5583.0703
QLD,2020,Business,CSG,Step change,6893.2866
QLD,2020,Business,Large industrial loads,Central,13044.928
QLD,2020,Business,Large industrial loads,Fast change,13044.928
QLD,2020,Business,Large industrial loads,High DER,13044.928
QLD,2020,Business,Large industrial loads,Slow change,12837.869
QLD,2020,Business,Large industrial loads,Step change,13246.74
QLD,2020,Business,Small to medium enterprises,Central,20128
QLD,2020,Business,Small to medium enterprises,Fast change,20104.53
QLD,2020,Business,Small to medium enterprises,High DER,19829.367
QLD,2020,Business,Small to medium enterprises,Slow change,19429.326
QLD,2020,Business,Small to medium enterprises,Step change,20386.22
QLD,2020,ElectricVehicles,EV Load,Central,7.6216354
QLD,2020,ElectricVehicles,EV Load,Fast change,9.917215
QLD,2020,ElectricVehicles,EV Load,High DER,9.917215
QLD,2020,ElectricVehicles,EV Load,Slow change,6.790981
QLD,2020,ElectricVehicles,EV Load,Step change,14.843428
QLD,2020,EnergyEfficiency,Business,Central,323.81354
QLD,2020,EnergyEfficiency,Business,Fast change,323.81354
QLD,2020,EnergyEfficiency,Business,High DER,323.81354
QLD,2020,EnergyEfficiency,Business,Slow change,268.40417
QLD,2020,EnergyEfficiency,Business,Step change,377.87012
QLD,2020,EnergyEfficiency,Residential,Central,123.52561
QLD,2020,EnergyEfficiency,Residential,Fast change,123.52561
QLD,2020,EnergyEfficiency,Residential,High DER,123.52561
QLD,2020,EnergyEfficiency,Residential,Slow change,109.2212
QLD,2020,EnergyEfficiency,Residential,Step change,128.58574
QLD,2020,Losses,Distribution losses,Central,1602.0966
QLD,2020,Losses,Distribution losses,Fast change,1599.0236
QLD,2020,Losses,Distribution losses,High DER,1588.5016
QLD,2020,Losses,Distribution losses,Slow change,1564.55
QLD,2020,Losses,Distribution losses,Step change,1613.1332
QLD,2020,Losses,Transmission losses,Central,1305.4664
QLD,2020,Losses,Transmission losses,Fast change,1303.7689
QLD,2020,Losses,Transmission losses,High DER,1297.4469
QLD,2020,Losses,Transmission losses,Slow change,1261.5414
QLD,2020,Losses,Transmission losses,Step change,1329.2026
QLD,2020,Native,Native,Central,52854.594
QLD,2020,Native,Native,Fast change,52789.277
QLD,2020,Native,Native,High DER,52603.656
QLD,2020,Native,Native,Slow change,51112.363
QLD,2020,Native,Native,Step change,53812.273
QLD,2020,Operational,,Central,50623.086
QLD,2020,Operational,,Fast change,50557.242
QLD,2020,Operational,,High DER,50312.01
QLD,2020,Operational,,Slow change,48919.56
QLD,2020,Operational,,Step change,51543.496
QLD,2020,PriceImpact,,Central,181.68669
QLD,2020,PriceImpact,,Fast change,181.68669
QLD,2020,PriceImpact,,High DER,181.68669
QLD,2020,PriceImpact,,Slow change,269.09146
QLD,2020,PriceImpact,,Step change,99.05417
QLD,2020,Residential,Res grid demand,Central,10363.96
QLD,2020,Residential,Res grid demand,Fast change,10324.589
QLD,2020,Residential,Res grid demand,High DER,10430.973
QLD,2020,Residential,Res grid demand,Slow change,10429.216
QLD,2020,Residential,Res grid demand,Step change,10328.846
QLD,2020,Residential,Residential SNSG offset,Central,-531.2109
QLD,2020,Residential,Residential SNSG offset,Fast change,-530.0832
QLD,2020,Residential,Residential SNSG offset,High DER,-551.99
QLD,2020,Residential,Residential SNSG offset,Slow change,-535.62445
QLD,2020,Residential,Residential SNSG offset,Step change,-533.0501
QLD,2020,RooftopPV,Business,Central,579.7223
QLD,2020,RooftopPV,Business,Fast change,603.19293
QLD,2020,RooftopPV,Business,High DER,878.3549
QLD,2020,RooftopPV,Business,Slow change,603.49225
QLD,2020,RooftopPV,Business,Step change,614.4443
QLD,2020,RooftopPV,Residential,Central,3426.2664
QLD,2020,RooftopPV,Residential,Fast change,3475.483
QLD,2020,RooftopPV,Residential,High DER,3342.5784
QLD,2020,RooftopPV,Residential,Slow change,3305.2993
QLD,2020,RooftopPV,Residential,Step change,3521.5303
QLD,2020,SmallNonScheduledGeneration,ONSG generation,Central,1810.3815
QLD,2020,SmallNonScheduledGeneration,ONSG generation,Fast change,1810.3815
QLD,2020,SmallNonScheduledGeneration,ONSG generation,High DER,1810.3815
QLD,2020,SmallNonScheduledGeneration,ONSG generation,Slow change,1774.3549
QLD,2020,SmallNonScheduledGeneration,ONSG generation,Step change,1846.7701
QLD,2020,SmallNonScheduledGeneration,PVNSG generation,Central,421.12738
QLD,2020,SmallNonScheduledGeneration,PVNSG generation,Fast change,421.65533
QLD,2020,SmallNonScheduledGeneration,PVNSG generation,High DER,481.26236
QLD,2020,SmallNonScheduledGeneration,PVNSG generation,Slow change,418.45053
QLD,2020,SmallNonScheduledGeneration,PVNSG generation,Step change,422.00668
SA,2020,AuxiliaryLoads,,Central,306.77628
SA,2020,AuxiliaryLoads,,Slow change,373.14966
SA,2020,AuxiliaryLoads,,Step change,229.36401
SA,2020,Business,Business SNSG offset,Central,-160.36627
SA,2020,Business,Business SNSG offset,Fast change,-162.79523
SA,2020,Business,Business SNSG offset,High DER,-174.63326
SA,2020,Business,Business SNSG offset,Slow change,-131.20316
SA,2020,Business,Business SNSG offset,Step change,-164.28278
SA,2020,Business,Large industrial loads,Central,2935.158
SA,2020,Business,Large industrial loads,Fast change,2935.158
SA,2020,Business,Large industrial loads,High DER,2935.158
SA,2020,Business,Large industrial loads,Slow change,2891.088
SA,2020,Business,Large industrial loads,Step change,2938.8127
SA,2020,Business,Small to medium enterprises,Central,5824.3247
SA,2020,Business,Small to medium enterprises,Fast change,5819.547
SA,2020,Business,Small to medium enterprises,High DER,5745.309
SA,2020,Business,Small to medium enterprises,Slow change,5760.7603
SA,2020,Business,Small to medium enterprises,Step change,5861.3784
SA,2020,ElectricVehicles,EV Load,Central,2.342012
SA,2020,ElectricVehicles,EV Load,Fast change,3.0630746
SA,2020,ElectricVehicles,EV Load,High DER,3.0630746
SA,2020,ElectricVehicles,EV Load,Slow change,2.1512647
SA,2020,ElectricVehicles,EV Load,Step change,4.154379
SA,2020,EnergyEfficiency,Business,Central,62.395138
SA,2020,EnergyEfficiency,Business,Fast change,62.395138
SA,2020,EnergyEfficiency,Business,High DER,62.395138
SA,2020,EnergyEfficiency,Business,Slow change,52.56751
SA,2020,EnergyEfficiency,Business,Step change,77.89969
SA,2020,EnergyEfficiency,Residential,Central,77.178246
SA,2020,EnergyEfficiency,Residential,Fast change,77.178246
SA,2020,EnergyEfficiency,Residential,High DER,77.178246
SA,2020,EnergyEfficiency,Residential,Slow change,73.79979
SA,2020,EnergyEfficiency,Residential,Step change,76.61202
SA,2020,Losses,Distribution losses,Central,662.791
SA,2020,Losses,Distribution losses,Fast change,659.54956
SA,2020,Losses,Distribution losses,High DER,642.0209
SA,2020,Losses,Distribution losses,Slow change,662.4061
SA,2020,Losses,Distribution losses,Step change,662.8959
SA,2020,Losses,Transmission losses,Central,331.52878
SA,2020,Losses,Transmission losses,Fast change,330.18008
SA,2020,Losses,Transmission losses,High DER,322.89343
SA,2020,Losses,Transmission losses,Slow change,331.63806
SA,2020,Losses,Transmission losses,Step change,331.46072
SA,2020,Native,Native,Central,12879.979
SA,2020,Native,Native,Fast change,12831.044
SA,2020,Native,Native,High DER,12565.93
SA,2020,Native,Native,Slow change,12846.299
SA,2020,Native,Native,Step change,12881.657
SA,2020,Operational,,Central,12662.422
SA,2020,Operational,,Fast change,12610.91
SA,2020,Operational,,High DER,12332.603
SA,2020,Operational,,Slow change,12666.595
SA,2020,Operational,,Step change,12659.822
SA,2020,PriceImpact,,Central,51.98491
SA,2020,PriceImpact,,Fast change,51.984905
SA,2020,PriceImpact,,High DER,51.98491
SA,2020,PriceImpact,,Slow change,106.597885
SA,2020,PriceImpact,,Step change,26.239277
SA,2020,Residential,Res grid demand,Central,3123.8335
SA,2020,Residential,Res grid demand,Fast change,3083.5461
SA,2020,Residential,Res grid demand,High DER,2917.4849
SA,2020,Residential,Res grid demand,Slow change,3198.2546
SA,2020,Residential,Res grid demand,Step change,3082.9553
SA,2020,Residential,Residential SNSG offset,Central,-57.19031
SA,2020,Residential,Residential SNSG offset,Fast change,-57.33907
SA,2020,Residential,Residential SNSG offset,High DER,-58.693836
SA,2020,Residential,Residential SNSG offset,Slow change,-48.500748
SA,2020,Residential,Residential SNSG offset,Step change,-57.55289
SA,2020,RooftopPV,Business,Central,310.7393
SA,2020,RooftopPV,Business,Fast change,315.51733
SA,2020,RooftopPV,Business,High DER,389.755
SA,2020,RooftopPV,Business,Slow change,315.62015
SA,2020,RooftopPV,Business,Step change,324.6455
SA,2020,RooftopPV,Residential,Central,1292.5381
SA,2020,RooftopPV,Residential,Fast change,1342.8853
SA,2020,RooftopPV,Residential,High DER,1550.5812
SA,2020,RooftopPV,Residential,Slow change,1185.5496
SA,2020,RooftopPV,Residential,Step change,1361.9858
SA,2020,SmallNonScheduledGeneration,ONSG generation,Central,81.92222
SA,2020,SmallNonScheduledGeneration,ONSG generation,Fast change,81.92222
SA,2020,SmallNonScheduledGeneration,ONSG generation,High DER,81.92222
SA,2020,SmallNonScheduledGeneration,ONSG generation,Slow change,80.29197
SA,2020,SmallNonScheduledGeneration,ONSG generation,Step change,83.568855
SA,2020,SmallNonScheduledGeneration,PVNSG generation,Central,135.63437
SA,2020,SmallNonScheduledGeneration,PVNSG generation,Fast change,138.21208
SA,2020,SmallNonScheduledGeneration,PVNSG generation,High DER,151.40488
SA,2020,SmallNonScheduledGeneration,PVNSG generation,Slow change,99.41194
SA,2020,SmallNonScheduledGeneration,PVNSG generation,Step change,138.2668
TAS,2020,AuxiliaryLoads,,Central,113.320274
TAS,2020,AuxiliaryLoads,,Slow change,114.21415
TAS,2020,AuxiliaryLoads,,Step change,112.25925
TAS,2020,Business,Business SNSG offset,Central,-374.2765
TAS,2020,Business,Business SNSG offset,Fast change,-374.45694
TAS,2020,Business,Business SNSG offset,High DER,-376.23633
TAS,2020,Business,Business SNSG offset,Slow change,-364.5097
TAS,2020,Business,Business SNSG offset,Step change,-380.89224
TAS,2020,Business,Large industrial loads,Central,6636.747
TAS,2020,Business,Large industrial loads,Fast change,6636.747
TAS,2020,Business,Large industrial loads,High DER,6636.747
TAS,2020,Business,Large industrial loads,Slow change,6363.819
TAS,2020,Business,Large industrial loads,Step change,6530.2104
TAS,2020,Business,Small to medium enterprises,Central,1623.2407
TAS,2020,Business,Small to medium enterprises,Fast change,1623.1514
TAS,2020,Business,Small to medium enterprises,High DER,1618.2708
NSW,2021,Operational,,Fast change,65559.65
TAS,2020,Business,Small to medium enterprises,Slow change,1596.9893
NSW,2021,PriceImpact,,Central,266.10483
TAS,2020,Business,Small to medium enterprises,Step change,1644.4705
TAS,2020,ElectricVehicles,EV Load,Central,0.4598179
TAS,2020,ElectricVehicles,EV Load,Fast change,0.8476616
TAS,2020,ElectricVehicles,EV Load,High DER,0.8476616
TAS,2020,ElectricVehicles,EV Load,Slow change,0.4245497
TAS,2020,ElectricVehicles,EV Load,Step change,0.8565352
TAS,2020,EnergyEfficiency,Business,Central,21.458792
TAS,2020,EnergyEfficiency,Business,Fast change,21.458792
TAS,2020,EnergyEfficiency,Business,High DER,21.458792
TAS,2020,EnergyEfficiency,Business,Slow change,17.409727
