Actor Id,Organisation Name,RegistrationDate,Date of Change,ABN /CAN /ARBN /Other,Region,Role,Business Structure,Relationships,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,AGL SOUTHERN HYDRO (NSW) PTY LIMITED,2005-12-02,2020-10-16,73056452601,NSW,GENERATOR,Australian Private Company,"(868,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,ALPHA DISTRIBUTION MINISTERIAL HOLDING CORPORATION,2017-06-02,2020-10-16,67505337385,NSW,INDUSTRY,State Government Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,Energy Brix Australia Corporation Pty Ltd,2000-02-09,2020-10-16,79074736833,VIC,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,EnerNOC Pty Ltd,2011-09-12,2019-03-09,49104710278,VIC,GENERATOR,Australian Private Company,"(527,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Eraring Energy,2000-07-01,2013-08-28,31357688069,NSW,GENERATOR,Australian Private Company,"(644,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Green State Power Pty Ltd,2015-05-01,2015-05-01,52163839147,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Hazelwood Power Partnership (Trading as Hazelwood Power) (AUSTRALIAN POWER PARTNERS B V & CISL (HAZELWOOD) PTY Limited& HAZELWOOD INVESTMENT COMPANY PTY Limited& HAZELWOOD PACIFIC PTY Ltd& NATIONAL POWER AUSTRALIA INVESTMENTS LIMITED),2000-04-05,2013-06-18,40924759557,VIC,GENERATOR,Other Partnership,"(551,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,AUSTRALIAN POWER PARTNERS B V & Others,2013-06-18,2020-10-16,40924759557,VIC,GENERATOR,Other Partnership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Valley Power Pty Ltd,2000-04-06,2020-10-16,16083964470,NSW,GENERATOR,Australian Private Company,"(555,4)","(615,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,EDL Operations (Broadmeadows) Pty Ltd,2000-05-03,2020-10-16,64054545069,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,LYB OPERATIONS & MAINTENANCE PTY LTD,2018-03-07,2020-10-16,66055563696,VIC,INVESTOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Edison Mission Operation & Maintenance Loy Yang Pty Ltd,2000-05-05,2005-02-04,66055563696,VIC,GENERATOR,Australian Private Company,"(556,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,IPM OPERATION & MAINTENANCE LOY YANG PTY LTD,2005-02-04,2018-03-07,66055563696,VIC,INVESTOR,Australian Private Company,"(554,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,EDL CSM (NSW) PTY LTD,2004-03-08,2020-10-16,66064847490,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,WHYTES GULLY ENVIRONMENTAL PTY LTD,2000-07-07,2019-03-25,31070941767,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,AGL LYP 3 Pty Ltd,2012-09-04,2020-10-16,16078377527,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,AGL LYP 2 Pty Ltd,2004-04-08,2020-10-16,16078377572,NSW,GENERATOR,Other Incorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,IG Power (Callide) Limited,1999-11-01,2020-10-16,66082413885,QLD,GENERATOR,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Callide Energy Pty Ltd,1999-11-01,2020-10-16,66082468746,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Alinta DVP Pty Ltd,2000-07-01,2020-10-16,98083051978,NSW,UTILITY_RETAILER,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Millmerran Operating Company Pty Ltd,1999-11-01,2020-10-16,68083536181,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,EDL Operations Eastern Creek Pty Ltd,1999-11-01,2018-10-11,30084776590,QLD,GENERATOR,Australian Private Company,"(565,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,EDL AGNEW PTY LTD,2018-10-11,2020-10-16,30084776590,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Queensland Power Australia Pty Ltd,1999-11-01,2020-10-16,87293409,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,Millmerran Investment Company II Pte Ltd,2000-06-10,2020-10-16,62088432615,QLD,GENERATOR,Other Incorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Millmerran Investment Company III Pte Ltd,1999-11-01,2020-10-16,62088432642,QLD,GENERATOR,Other Incorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Millmerran Investment Company IV Pte Ltd,2000-05-01,2020-10-16,62088432679,QLD,GENERATOR,Other Incorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Millmerran Investment Company V Pte Ltd,1999-07-05,2020-10-16,62088432722,OTHER,GENERATOR,Other Incorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Millmerran Investment Company VI Pte Ltd,1999-07-05,2020-10-16,62088432795,OTHER,GENERATOR,Other Incorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,UTILITIES MANAGEMENT PTY LTD,1999-12-01,2020-10-16,25090664878,SA,NETWORKOP,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,CKI/HEI UTILITIES DISTRIBUTION LTD (trading name),1999-12-01,2020-10-16,19091143038,NSW,NETWORKOP,Other Incorporated Entity,"(361,4)","(575,6)","(714,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,SPARK INFRASTRUCTURE SA (NO2) PTY LIMITED,2008-01-31,2020-10-16,19091143038,NSW,INVESTOR,Other Incorporated Entity,"(715,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,CKI/HEI UTILITIES DISTRIBUTION LIMITED,2000-06-07,2008-01-31,19091143038,NSW,NETWORKOP,Other Incorporated Entity,"(575,2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,YURIKA PTY LTD,2002-06-01,2020-10-16,100214131,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Malakoff Wind Macarthur Pty Ltd,2007-03-16,2020-10-16,60124383688,VIC,GENERATOR,Australian Private Company,"(313,6)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,SUN SPOT 2 PTY LTD,2017-03-22,2020-10-16,618128671,NSW,INTENDING,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Australia and New Zealand Banking Group Limited,1999-11-01,2020-10-16,11005357522,VIC,GENERATOR,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Regional Wind Farms Pty Ltd,2003-11-25,2020-10-16,11107163182,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Ergon Energy Queensland Pty Ltd,2006-09-01,2020-10-16,11121177802,QLD,GENERATOR,Australian Private Company,"(596,4)","(642,4)","(704,4)","(749,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,MACKAY SUGAR LIMITED,1999-11-01,2020-10-16,12057463671,QLD,GENERATOR,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Monash University,1999-11-01,2020-10-16,12377614012,VIC,GENERATOR,Other Incorporated Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Bald Hills Wind Farm Pty Ltd,2005-11-23,2020-10-16,13117264712,VIC,INTENDING,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,SA Power Networks,1999-12-01,2020-10-16,13332330749,SA,GENERATOR,Other Partnership,"(837,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,TERRAIN SOLAR PTY LTD,2017-01-17,2020-10-16,13616856172,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,SOLARRESERVE AUSTRALIA II PTY LTD,2017-09-08,2020-10-16,14606360169,WA,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Hayman Solar Farm Pty Ltdas The Trustee for The Hayman Solar Farm Trust,2017-07-01,2020-10-16,14829941435,QLD,GENERATOR,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Yorke Peninsula Wind Farm Project Pty Ltd,2009-08-19,2020-10-16,15138965901,VIC,INTENDING,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,Adani Rugby Run Pty Ltd( 620 965 755 ) as Trustee for the Adani Rugby Run Trust,2017-08-31,2020-10-16,15181730931,QLD,GENERATOR,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,GLENCORE COAL (NSW) PTY LIMITED,2003-11-01,2020-10-16,18097523058,NSW,INDUSTRY,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Musselroe Wind Farm Pty Ltd,2005-03-08,2020-10-16,18113161247,TAS,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,Loy Yang Marketing Management Company Pty Limited,2003-12-01,2012-09-04,19105758316,NSW,GENERATOR,Australian Private Company,"(17,3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Macarthur Windfarm Pty Ltd,2003-08-29,2020-10-16,19106134507,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,Mount Emerald Wind Farm Pty Ltd,2016-07-07,2020-10-16,19149050322,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,Barcaldine Remote Community Solar Farm Pty Ltd,2013-12-19,2020-10-16,19167316270,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,ADANI RUGBY RUN PTY LTD,2017-09-25,2020-10-16,19620965755,QLD,INDUSTRY,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,VEOLIA ENVIRONMENTAL SERVICES (AUSTRALIA) PTY LTD,2000-05-01,2020-10-16,20051316584,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Yendon Windfarm Pty Ltd,2007-08-31,2020-10-16,20127338783,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,DDC Energy Services Pty Ltd,2007-09-17,2020-10-16,20127582156,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,WHITSUNDAY SOLAR FARM PTY LTD,2016-11-21,2020-10-16,20615715270,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,EDL LFG (SA) Pty Ltd,2000-05-02,2020-10-16,21055640321,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,EDL LFG (QLD) Pty Ltd,2000-05-01,2020-10-16,21071089579,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,TRANSMISSION OPERATIONS (AUSTRALIA) PTY LTD,2012-07-17,2020-10-16,21159526520,VIC,NETWORKOP,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PARF Company 10 Pty Limited(618 670 152) as the trustee for the Coppers Gap Project Trust,2017-05-01,2020-10-16,21535038928,NSW,GENERATOR,Fixed Unit Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,RENEW ESTATE PTY LTD,2017-03-09,2020-10-16,21617855311,NSW,GENERATOR,Australian Private Company,"(885,1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Beak Industries Pty Ltd,2010-09-02,2010-09-02,22009535184,QLD,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,ST. VINCENT'S HOSPITAL (MELBOURNE) LIMITED,1999-11-01,2020-10-16,22052110755,VIC,GENERATOR,Australian Public Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Willogoleche Power Pty Limited,2009-01-01,2020-10-16,22112307589,VIC,INTENDING,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Y.E.S. (AUST) PTY LTD,2008-12-01,2020-10-16,22134318924,SA,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Y.E.S. ENERGY (SA) PTY LTD,2018-07-24,2020-10-16,22627706594,SA,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,TASMANIAN ELECTRO METALLURGICAL COMPANY PROPRIETARY LIMITED,2000-05-01,2020-10-16,23004456035,WA,INDUSTRY,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Millmerran Energy Trader Pty Ltd,1999-11-01,2020-10-16,23084923973,QLD,GENERATOR,Australian Private Company,"(564,4)","(568,4)","(569,4)","(570,4)","(571,4)","(572,4)","(698,4)","(865,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Contact Peaker Australia Pty Ltd,2001-10-02,2020-10-16,24097586724,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,TASMANIAN NETWORKS PTY LTD,2014-02-04,2020-10-16,24167357299,TAS,NETWORKOP,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Genex (Solar) Pty Limited,2016-11-24,2020-10-16,24606804915,NSW,GENERATOR,Australian Private Company,"(750,4)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Renewable Power Ventures Pty Ltd,2002-11-01,2020-10-16,25102696159,NSW,GENERATOR,Australian Private Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
